year,election_type,ward,ed_num,ed_label,shapefile_key,Mark J F Schroeder,Byron W Brown,Betty Jean Grant,Taniqua Simmons,Beverly A. Gray,Anthony M. Masiello,"Blank, Void & Scattering",TOTAL,Judith Einach Write In,Steven A. Calvaneso,Byron W. Brown,Kevin P. Gaughan,Kevin J. Helfer,Charles J. Flynn,Judith S. Einach,Michael P. Kearns,Bernie Tolbert,Sergio R. Rodriguez,Anita L Howard,Terrence A Robinson,total,India B. Walton,Le'Candice M. Durham,Blank,Void,Scattering,Total,Byron Brown,Ben Carlisle,Jaz Miles,William O'Dell,"Blank, Void, and Scattering",Christopher P. Scanlon,Anthony J.P. Tyson-Thompson,Rasheed N.C. Wyatt,Garnell Whitfield Jr.,Sean M. Ryan,Michael Gainer,James R. Gardner,Michael Gainer Restore Buffalo,Kevin Gay,Charles A. Notaro
2001,general,UNI,19,19th District ……………,Buffalo UNI 19,,,,,,94.0,25.0,119.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,20,20th District ……………,Buffalo UNI 20,,,,,,120.0,48.0,169.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,21,21st District ……………,Buffalo UNI 21,,,,,,54.0,20.0,77.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,22,22nd District ……………,Buffalo UNI 22,,,,,,114.0,22.0,136.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,23,23rd District ……………,Buffalo UNI 23,,,,,,90.0,29.0,119.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,24,24th District ……………,Buffalo UNI 24,,,,,,92.0,33.0,125.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,25,25th District ……………,Buffalo UNI 25,,,,,,150.0,34.0,185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,26,26th District ……………,Buffalo UNI 26,,,,,,132.0,30.0,164.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,27,27th District ……………,Buffalo UNI 27,,,,,,164.0,55.0,221.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,28,28th District ……………,Buffalo UNI 28,,,,,,136.0,39.0,175.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,29,29th District ……………,Buffalo UNI 29,,,,,,113.0,32.0,145.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,30,30th District ……………,Buffalo UNI 30,,,,,,112.0,34.0,146.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,31,31st District ……………,Buffalo UNI 31,,,,,,228.0,93.0,327.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,32,32nd District ……………,Buffalo UNI 32,,,,,,131.0,57.0,188.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,33,33rd District ……………,Buffalo UNI 33,,,,,,156.0,63.0,219.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,34,34th District ……………,Buffalo UNI 34,,,,,,104.0,35.0,140.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,35,35th District ……………,Buffalo UNI 35,,,,,,162.0,49.0,212.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,general,UNI,36,36th District ……………,Buffalo UNI 36,,,,,,176.0,49.0,226.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,1,1st District ……………,Buffalo DEL 1,,,,,,,5.0,156.0,,8.0,90.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,2,2nd District ……………,Buffalo DEL 2,,,,,,,6.0,132.0,,9.0,53.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,3,3rd District ……………,Buffalo DEL 3,,,,,,,5.0,91.0,,12.0,46.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,4,4th District ……………,Buffalo DEL 4,,,,,,,7.0,105.0,,2.0,36.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,5,5th District ……………,Buffalo DEL 5,,,,,,,1.0,75.0,,2.0,10.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,6,6th District ……………,Buffalo DEL 6,,,,,,,7.0,142.0,,9.0,53.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,7,7th District ……………,Buffalo DEL 7,,,,,,,5.0,94.0,,4.0,50.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,8,8th District ……………,Buffalo DEL 8,,,,,,,1.0,115.0,,6.0,38.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,9,9th District ……………,Buffalo DEL 9,,,,,,,2.0,113.0,,3.0,21.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,10,10th District ……………,Buffalo DEL 10,,,,,,,4.0,110.0,,4.0,28.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,11,11th District ……………,Buffalo DEL 11,,,,,,,6.0,18.0,,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,12,12th District ……………,Buffalo DEL 12,,,,,,,6.0,183.0,,12.0,47.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,13,13th District ……………,Buffalo DEL 13,,,,,,,4.0,102.0,,1.0,25.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,14,14th District ……………,Buffalo DEL 14,,,,,,,0.0,34.0,,0.0,20.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,15,15th District ……………,Buffalo DEL 15,,,,,,,6.0,157.0,,6.0,59.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,16,16th District ……………,Buffalo DEL 16,,,,,,,5.0,78.0,,6.0,24.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,17,17th District ……………,Buffalo DEL 17,,,,,,,1.0,47.0,,1.0,14.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,18,18th District ……………,Buffalo DEL 18,,,,,,,15.0,99.0,,6.0,62.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,19,19th District ……………,Buffalo DEL 19,,,,,,,4.0,170.0,,6.0,35.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,20,20th District ……………,Buffalo DEL 20,,,,,,,3.0,82.0,,2.0,26.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,21,21st District ……………,Buffalo DEL 21,,,,,,,8.0,93.0,,7.0,43.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,22,22nd District ……………,Buffalo DEL 22,,,,,,,3.0,104.0,,1.0,40.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,23,23rd District ……………,Buffalo DEL 23,,,,,,,3.0,70.0,,2.0,26.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,24,24th District ……………,Buffalo DEL 24,,,,,,,2.0,117.0,,9.0,29.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,25,25th District ……………,Buffalo DEL 25,,,,,,,6.0,118.0,,5.0,28.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,26,26th District ……………,Buffalo DEL 26,,,,,,,10.0,196.0,,12.0,69.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,27,27th District ……………,Buffalo DEL 27,,,,,,,1.0,125.0,,6.0,68.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,28,28th District ……………,Buffalo DEL 28,,,,,,,0.0,77.0,,4.0,47.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,29,29th District ……………,Buffalo DEL 29,,,,,,,0.0,127.0,,5.0,28.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,30,30th District ……………,Buffalo DEL 30,,,,,,,2.0,147.0,,7.0,20.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,31,31st District ……………,Buffalo DEL 31,,,,,,,2.0,66.0,,8.0,23.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,32,32nd District ……………,Buffalo DEL 32,,,,,,,0.0,121.0,,9.0,39.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,33,33rd District ……………,Buffalo DEL 33,,,,,,,1.0,90.0,,3.0,42.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,34,34th District ……………,Buffalo DEL 34,,,,,,,3.0,91.0,,4.0,22.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,35,35th District ……………,Buffalo DEL 35,,,,,,,1.0,5.0,,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,36,36th District ……………,Buffalo DEL 36,,,,,,,1.0,181.0,,3.0,44.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,37,37th District ……………,Buffalo DEL 37,,,,,,,4.0,50.0,,4.0,27.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,38,38th District ……………,Buffalo DEL 38,,,,,,,6.0,86.0,,0.0,71.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,DEL,39,39th District ……………,Buffalo DEL 39,,,,,,,4.0,152.0,,5.0,66.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,1,1st District ……………,Buffalo ELL 1,,,,,,,2.0,34.0,,3.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,2,2nd District ……………,Buffalo ELL 2,,,,,,,6.0,61.0,,5.0,47.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,3,3rd District ……………,Buffalo ELL 3,,,,,,,4.0,90.0,,4.0,77.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,4,4th District ……………,Buffalo ELL 4,,,,,,,10.0,83.0,,3.0,67.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,5,5th District ……………,Buffalo ELL 5,,,,,,,1.0,66.0,,3.0,19.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,6,6th District ……………,Buffalo ELL 6,,,,,,,9.0,105.0,,1.0,93.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,7,7th District ……………,Buffalo ELL 7,,,,,,,1.0,55.0,,3.0,21.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,8,8th District ……………,Buffalo ELL 8,,,,,,,29.0,128.0,,5.0,86.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,9,9th District ……………,Buffalo ELL 9,,,,,,,6.0,92.0,,2.0,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,10,10th District ……………,Buffalo ELL 10,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,11,11th District ……………,Buffalo ELL 11,,,,,,,3.0,90.0,,5.0,58.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,12,12th District ……………,Buffalo ELL 12,,,,,,,0.0,6.0,,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,13,13th District ……………,Buffalo ELL 13,,,,,,,5.0,100.0,,2.0,75.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,14,14th District ……………,Buffalo ELL 14,,,,,,,8.0,129.0,,5.0,102.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,15,15th District ……………,Buffalo ELL 15,,,,,,,25.0,162.0,,3.0,132.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,16,16th District ……………,Buffalo ELL 16,,,,,,,13.0,163.0,,8.0,137.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,17,17th District ……………,Buffalo ELL 17,,,,,,,2.0,65.0,,5.0,50.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,18,18th District ……………,Buffalo ELL 18,,,,,,,45.0,222.0,,5.0,164.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,19,19th District ……………,Buffalo ELL 19,,,,,,,4.0,51.0,,1.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,20,20th District ……………,Buffalo ELL 20,,,,,,,14.0,91.0,,1.0,76.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,21,21st District ……………,Buffalo ELL 21,,,,,,,0.0,12.0,,0.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,22,22nd District ……………,Buffalo ELL 22,,,,,,,1.0,31.0,,3.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,23,23rd District ……………,Buffalo ELL 23,,,,,,,34.0,126.0,,4.0,84.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,24,24th District ……………,Buffalo ELL 24,,,,,,,22.0,168.0,,5.0,141.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,25,25th District ……………,Buffalo ELL 25,,,,,,,31.0,159.0,,4.0,119.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,26,26th District ……………,Buffalo ELL 26,,,,,,,0.0,5.0,,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,27,27th District ……………,Buffalo ELL 27,,,,,,,22.0,204.0,,8.0,167.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,28,28th District ……………,Buffalo ELL 28,,,,,,,0.0,26.0,,1.0,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,29,29th District ……………,Buffalo ELL 29,,,,,,,0.0,2.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,30,30th District ……………,Buffalo ELL 30,,,,,,,16.0,144.0,,8.0,112.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,31,31st District ……………,Buffalo ELL 31,,,,,,,16.0,71.0,,0.0,55.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,32,32nd District ……………,Buffalo ELL 32,,,,,,,8.0,70.0,,6.0,17.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,33,33rd District ……………,Buffalo ELL 33,,,,,,,24.0,124.0,,0.0,98.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,34,34th District ……………,Buffalo ELL 34,,,,,,,5.0,58.0,,4.0,47.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,35,35th District ……………,Buffalo ELL 35,,,,,,,11.0,82.0,,3.0,53.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,36,36th District ……………,Buffalo ELL 36,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,37,37th District ……………,Buffalo ELL 37,,,,,,,0.0,7.0,,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,38,38th District ……………,Buffalo ELL 38,,,,,,,4.0,83.0,,6.0,41.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,39,39th District ……………,Buffalo ELL 39,,,,,,,19.0,136.0,,4.0,105.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,40,40th District ……………,Buffalo ELL 40,,,,,,,23.0,140.0,,0.0,108.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,ELL,41,41st District ……………,Buffalo ELL 41,,,,,,,4.0,42.0,,1.0,20.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,1,1st District ……………,Buffalo FIL 1,,,,,,,0.0,13.0,,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,2,2nd District ……………,Buffalo FIL 2,,,,,,,6.0,34.0,,1.0,23.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,3,3rd District ……………,Buffalo FIL 3,,,,,,,2.0,37.0,,1.0,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,4,4th District ……………,Buffalo FIL 4,,,,,,,2.0,46.0,,2.0,24.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,5,5th District ……………,Buffalo FIL 5,,,,,,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,6,6th District ……………,Buffalo FIL 6,,,,,,,8.0,48.0,,2.0,27.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,7,7th District ……………,Buffalo FIL 7,,,,,,,3.0,31.0,,3.0,12.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,8,8th District ……………,Buffalo FIL 8,,,,,,,0.0,22.0,,2.0,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,9,9th District ……………,Buffalo FIL 9,,,,,,,3.0,37.0,,1.0,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,10,10th District ……………,Buffalo FIL 10,,,,,,,6.0,34.0,,1.0,22.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,11,11th District ……………,Buffalo FIL 11,,,,,,,1.0,23.0,,2.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,12,12th District ……………,Buffalo FIL 12,,,,,,,6.0,43.0,,1.0,20.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,13,13th District ……………,Buffalo FIL 13,,,,,,,15.0,147.0,,2.0,125.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,14,14th District ……………,Buffalo FIL 14,,,,,,,4.0,27.0,,0.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,15,15th District ……………,Buffalo FIL 15,,,,,,,0.0,1.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,16,16th District ……………,Buffalo FIL 16,,,,,,,3.0,32.0,,3.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,17,17th District ……………,Buffalo FIL 17,,,,,,,6.0,66.0,,15.0,13.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,18,18th District ……………,Buffalo FIL 18,,,,,,,7.0,45.0,,3.0,27.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,19,19th District ……………,Buffalo FIL 19,,,,,,,8.0,52.0,,3.0,31.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,20,20th District ……………,Buffalo FIL 20,,,,,,,8.0,45.0,,1.0,33.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,21,21st District ……………,Buffalo FIL 21,,,,,,,1.0,21.0,,3.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,22,22nd District ……………,Buffalo FIL 22,,,,,,,0.0,17.0,,1.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,23,23rd District ……………,Buffalo FIL 23,,,,,,,7.0,46.0,,1.0,33.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,24,24th District ……………,Buffalo FIL 24,,,,,,,6.0,178.0,,10.0,63.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,25,25th District ……………,Buffalo FIL 25,,,,,,,9.0,75.0,,1.0,62.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,26,26th District ……………,Buffalo FIL 26,,,,,,,2.0,25.0,,2.0,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,27,27th District ……………,Buffalo FIL 27,,,,,,,6.0,111.0,,8.0,89.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,28,28th District ……………,Buffalo FIL 28,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,29,29th District ……………,Buffalo FIL 29,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,30,30th District ……………,Buffalo FIL 30,,,,,,,1.0,3.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,31,31st District ……………,Buffalo FIL 31,,,,,,,0.0,27.0,,1.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,32,32nd District ……………,Buffalo FIL 32,,,,,,,5.0,48.0,,5.0,30.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,33,33rd District ……………,Buffalo FIL 33,,,,,,,0.0,6.0,,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,34,34th District ……………,Buffalo FIL 34,,,,,,,3.0,61.0,,1.0,51.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,35,35th District ……………,Buffalo FIL 35,,,,,,,3.0,111.0,,4.0,102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,36,36th District ……………,Buffalo FIL 36,,,,,,,1.0,5.0,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,37,37th District ……………,Buffalo FIL 37,,,,,,,14.0,161.0,,12.0,58.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,38,38th District ……………,Buffalo FIL 38,,,,,,,20.0,95.0,,3.0,71.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,39,39th District ……………,Buffalo FIL 39,,,,,,,7.0,67.0,,1.0,56.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,40,40th District ……………,Buffalo FIL 40,,,,,,,4.0,49.0,,4.0,19.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,41,41st District ……………,Buffalo FIL 41,,,,,,,0.0,22.0,,0.0,7.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,42,42nd District ……………,Buffalo FIL 42,,,,,,,12.0,86.0,,3.0,68.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,43,43rd District ……………,Buffalo FIL 43,,,,,,,11.0,77.0,,2.0,56.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,44,44th District ……………,Buffalo FIL 44,,,,,,,3.0,116.0,,13.0,36.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,45,45th District ……………,Buffalo FIL 45,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,FIL,46,46th District ……………,Buffalo FIL 46,,,,,,,24.0,94.0,,5.0,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,1,1st District ……………,Buffalo LOV 1,,,,,,,1.0,11.0,,0.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,2,2nd District ……………,Buffalo LOV 2,,,,,,,6.0,130.0,,9.0,55.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,3,3rd District ……………,Buffalo LOV 3,,,,,,,9.0,107.0,,11.0,32.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,4,4th District ……………,Buffalo LOV 4,,,,,,,13.0,72.0,,5.0,43.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,5,5th District ……………,Buffalo LOV 5,,,,,,,1.0,37.0,,2.0,12.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,6,6th District ……………,Buffalo LOV 6,,,,,,,3.0,80.0,,8.0,19.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,7,7th District ……………,Buffalo LOV 7,,,,,,,9.0,73.0,,9.0,12.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,8,8th District ……………,Buffalo LOV 8,,,,,,,10.0,126.0,,17.0,31.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,9,9th District ……………,Buffalo LOV 9,,,,,,,1.0,35.0,,3.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,10,10th District ……………,Buffalo LOV 10,,,,,,,5.0,55.0,,2.0,36.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,11,11th District ……………,Buffalo LOV 11,,,,,,,2.0,49.0,,5.0,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,primary,LOV,12,12th District ……………,Buffalo LOV 12,,,,,,,6.0,117.0,,10.0,46.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
